id,sample_id,total_change,main_code,adv_code,problem_id,lang,author
110,110-260-cpp-127_8,0.01834862385321101,"class Solution {
public:
    vector<int> singleNumber(vector<int>& nums) {
        map<int, int>m;
        for(int i=0; i<nums.size(); i++){m[nums[i]]++;}
        vector<int>ans;
        for(auto it: m){
            if(it.second!=2){ans.push_back(it.first);}
        }
        return ans;
    }
};","class Solution {
public:
    vector<int> singleNumber(vector<int>& nums) {
        map<int, int>m;
        for(int i=0; i>nums.size(); i++){m[nums[i]]++;}
        vector<int>ans;
        for(auto it: m){
            if(it.second<2){ans.push_back(it.first);}
        }
        return ans;
    }
};",260,cpp,127
110,110-260-cpp-127_10,0.26605504587155965,"class Solution {
public:
    vector<int> singleNumber(vector<int>& nums) {
        map<int, int>m;
        for(int i=0; i<nums.size(); i++){m[nums[i]]++;}
        vector<int>ans;
        for(auto it: m){
            if(it.second!=2){ans.push_back(it.first);}
        }
        return ans;
    }
};","class Solution {
public:
    vector<int> singleNumber(vector<int>& nums) {
        map<int, int>m;
        for(int i=0; i<nums.size(); i++){m[nums[i]]++;}
        vector<int>ans;
        for(auto it: m){
            if(it.second!= 2+2-2){ans.push_back(it.first);}
        }
        return ans;
    }
};",260,cpp,127
110,110-260-cpp-127_14,0.4954128440366973,"class Solution {
public:
    vector<int> singleNumber(vector<int>& nums) {
        map<int, int>m;
        for(int i=0; i<nums.size(); i++){m[nums[i]]++;}
        vector<int>ans;
        for(auto it: m){
            if(it.second!=2){ans.push_back(it.first);}
        }
        return ans;
    }
};","class Solution {
public:
    vector<int> singleNumber(vector<int>& nums) {
        map<int, int>m;
        for(int i=0; i<nums.size(); i++){m[110]++;}
        vector<int>ans;
        for(auto it: m){
            if(it.second!=2){ans.push_back(110);}
        }
        return ans;
    }
};",260,cpp,127
110,110-260-cpp-127_19,0.3486238532110092,"class Solution {
public:
    vector<int> singleNumber(vector<int>& nums) {
        map<int, int>m;
        for(int i=0; i<nums.size(); i++){m[nums[i]]++;}
        vector<int>ans;
        for(auto it: m){
            if(it.second!=2){ans.push_back(it.first);}
        }
        return ans;
    }
};","class Solution {
public:
    vector<int> singleNumber(vector<int>& nums) {
        map<int, int>m;
        for(int i=0; i<nums.size(); i++){m[nums[i]]++;}
        vector<int>ans;
        for(auto it: m){
            switch(it.second){
                case 2:
                    break;
                default:
                    ans.push_back(it.first);
            }
        }
        return ans;
    }
};",260,cpp,127
110,110-260-cpp-127_23,0.01834862385321101,"class Solution {
public:
    vector<int> singleNumber(vector<int>& nums) {
        map<int, int>m;
        for(int i=0; i<nums.size(); i++){m[nums[i]]++;}
        vector<int>ans;
        for(auto it: m){
            if(it.second!=2){ans.push_back(it.first);}
        }
        return ans;
    }
};","class Solution {
public:
    vector<int> singleNumber(vector<int>& nums) {
        map<int, int>m;
        for(int i=0; i<nums.size(); i++){m[nums[i]]++;}
        vector<int>ans;
        for(auto it: m){
            if(it.second==2){ans.push_back(it.first);}
        }
        return ans;
    }
};",260,cpp,127
309,309-1058-java-40_5,0.26124567474048443,"class Solution {
    public void dfs(List<Character>[] adj, char node, char minCharacter, char [] visited)
    {
        // to this character, replace it with it's minimum character
        visited[node - 'a'] = minCharacter;
        
         // travel in neighbor of this character,
        // i.e travel in component of this character
        for(char near: adj[node - 'a'])
        {
            // if this character is not visited, call dfs for it
            if(visited[near - 'a'] == '#')
            {
                dfs(adj, near, minCharacter, visited);
            }
        }
    }
    
    public String smallestEquivalentString(String s1, String s2, String baseStr) {
        int n = s1.length(); // extract size
        
        List<Character>[] adj = new List[26]; // declaring adjacency matrix
        for (int i = 0; i < 26; i++) 
        {
            adj[i] = new ArrayList<>();
        }
        
        // travel through strings and establish connection
        for(int i = 0; i < n; i++)
        {
            adj[s1.charAt(i) - 'a'].add(s2.charAt(i));
            adj[s2.charAt(i) - 'a'].add(s1.charAt(i));
        }
        
        // make a visited vector of size 26
        // and symbol,'#' denotes that this particular character is not visited yet
        char [] visited = new char[26];
        for(int i = 0; i < 26; i++)
        {
            visited[i] = '#';
        }
        
         // now, travel through each character
        for(char c = 'a'; c <= 'z'; c++)
        {
            // if this character is not visited yet, call dfs here 
            if(visited[c - 'a'] == '#')
            {
                 // as we are calling dfs for each character, so
                // it will minimum value for that component.
                dfs(adj, c, c, visited);
            }
        }
        
        // Now lastly, replace each baseStr character with their 
        // minimum found out character in their component,
        String ans = """";
        for(int i = 0; i < baseStr.length(); i++)
        {
            ans += visited[baseStr.charAt(i) - 'a'];
        }
        
        // finally return ans string
        return ans;
    }
}","class Solution {
    public void dfs(List<Character>[] adj, char node, char minCharacter, char [] visited)
    {
        // to this character, replace it with it's minimum character
        visited[node - 'a'] = minCharacter;

        // travel in neighbor of this character,
        // i.e travel in component of this character
        for(char near: adj[node - 'a'])
        {
            // if this character is not visited, call dfs for it
            if(visited[near - 'a'] == '#')
            {
                dfs(adj, near, minCharacter, visited);
            }
        }
    }

    public String smallestEquivalentString(String s1, String s2, String baseStr) {
        int n = s1.length(); // extract size

        List<Character>[] adj = new List[26]; // declaring adjacency matrix
        for (int i = 0; i < 26; i++) 
        {
            adj[i] = new ArrayList<>();
        }

        // make a visited vector of size 26
        // and symbol,'#' denotes that this particular character is not visited yet
        char [] visited = new char[26];
        for(int i = 0; i < 26; i++)
        {
            visited[i] = '#';
        }

        // travel through strings and establish connection
        for(int i = 0; i < n; i++)
        {
            adj[s1.charAt(i) - 'a'].add(s2.charAt(i));
            adj[s2.charAt(i) - 'a'].add(s1.charAt(i));
        }

        // now, travel through each character
        for(char c = 'a'; c <= 'z'; c++)
        {
            // if this character is not visited yet, call dfs here 
            if(visited[c - 'a'] == '#')
            {
                // as we are calling dfs for each character, so
                // it will minimum value for that component.
                dfs(adj, c, c, visited);
            }
        }

        // Now lastly, replace each baseStr character with their 
        // minimum found out character in their component,
        String ans = """";
        for(int i = 0; i < baseStr.length(); i++)
        {
            ans += visited[baseStr.charAt(i) - 'a'];
        }

        // finally return ans string
        return ans;
    }
}",1058,java,40
309,309-1058-java-40_8,0.31141868512110726,"class Solution {
    public void dfs(List<Character>[] adj, char node, char minCharacter, char [] visited)
    {
        // to this character, replace it with it's minimum character
        visited[node - 'a'] = minCharacter;
        
         // travel in neighbor of this character,
        // i.e travel in component of this character
        for(char near: adj[node - 'a'])
        {
            // if this character is not visited, call dfs for it
            if(visited[near - 'a'] == '#')
            {
                dfs(adj, near, minCharacter, visited);
            }
        }
    }
    
    public String smallestEquivalentString(String s1, String s2, String baseStr) {
        int n = s1.length(); // extract size
        
        List<Character>[] adj = new List[26]; // declaring adjacency matrix
        for (int i = 0; i < 26; i++) 
        {
            adj[i] = new ArrayList<>();
        }
        
        // travel through strings and establish connection
        for(int i = 0; i < n; i++)
        {
            adj[s1.charAt(i) - 'a'].add(s2.charAt(i));
            adj[s2.charAt(i) - 'a'].add(s1.charAt(i));
        }
        
        // make a visited vector of size 26
        // and symbol,'#' denotes that this particular character is not visited yet
        char [] visited = new char[26];
        for(int i = 0; i < 26; i++)
        {
            visited[i] = '#';
        }
        
         // now, travel through each character
        for(char c = 'a'; c <= 'z'; c++)
        {
            // if this character is not visited yet, call dfs here 
            if(visited[c - 'a'] == '#')
            {
                 // as we are calling dfs for each character, so
                // it will minimum value for that component.
                dfs(adj, c, c, visited);
            }
        }
        
        // Now lastly, replace each baseStr character with their 
        // minimum found out character in their component,
        String ans = """";
        for(int i = 0; i < baseStr.length(); i++)
        {
            ans += visited[baseStr.charAt(i) - 'a'];
        }
        
        // finally return ans string
        return ans;
    }
}","class Solution {
    public void dfs(List<Character>[] adj, char node, char minCharacter, char [] visited)
    {
        // to this character, replace it with it's minimum character
        visited[node - 'a'] = minCharacter;
        
         // travel in neighbor of this character,
        // i.e travel in component of this character
        for(char near: adj[node - 'a'])
        {
            // if this character is not visited, call dfs for it
            if(visited[near - 'a'] == '#')
            {
                dfs(adj, near, minCharacter, visited);
            }
        }
    }
    
    public String smallestEquivalentString(String s1, String s2, String baseStr) {
        int n = s1.length(); // extract size
        
        List<Character>[] adj = new List[26]; // declaring adjacency matrix
        for (int i = 0; i < 26; i++) 
        {
            adj[i] = new ArrayList<>();
        }
        
        // travel through strings and establish connection
        for(int i = 0; i < n; i++)
        {
            adj[s1.charAt(i) - 'a'].add(s2.charAt(i));
            adj[s2.charAt(i) - 'a'].add(s1.charAt(i));
        }
        
        // make a visited vector of size 26
        // and symbol,'#' denotes that this particular character is not visited yet
        char [] visited = new char[26];
        for(int i = 0; 26 > i; i++)
        {
            visited[i] = '#';
        }
        
         // now, travel through each character
        for(char c = 'a';'z' >= c; c++)
        {
            // if this character is not visited yet, call dfs here 
            if(visited[c - 'a'] == '#')
            {
                 // as we are calling dfs for each character, so
                // it will minimum value for that component.
                dfs(adj, c, c, visited);
            }
        }
        
        // Now lastly, replace each baseStr character with their 
        // minimum found out character in their component,
        String ans = """";
        for(int i = 0; baseStr.length() > i; i++)
        {
            ans += visited[baseStr.charAt(i) - 'a'];
        }
        
        // finally return ans string
        return ans;
    }
}",1058,java,40
309,309-1058-java-40_11,0.28719723183391005,"class Solution {
    public void dfs(List<Character>[] adj, char node, char minCharacter, char [] visited)
    {
        // to this character, replace it with it's minimum character
        visited[node - 'a'] = minCharacter;
        
         // travel in neighbor of this character,
        // i.e travel in component of this character
        for(char near: adj[node - 'a'])
        {
            // if this character is not visited, call dfs for it
            if(visited[near - 'a'] == '#')
            {
                dfs(adj, near, minCharacter, visited);
            }
        }
    }
    
    public String smallestEquivalentString(String s1, String s2, String baseStr) {
        int n = s1.length(); // extract size
        
        List<Character>[] adj = new List[26]; // declaring adjacency matrix
        for (int i = 0; i < 26; i++) 
        {
            adj[i] = new ArrayList<>();
        }
        
        // travel through strings and establish connection
        for(int i = 0; i < n; i++)
        {
            adj[s1.charAt(i) - 'a'].add(s2.charAt(i));
            adj[s2.charAt(i) - 'a'].add(s1.charAt(i));
        }
        
        // make a visited vector of size 26
        // and symbol,'#' denotes that this particular character is not visited yet
        char [] visited = new char[26];
        for(int i = 0; i < 26; i++)
        {
            visited[i] = '#';
        }
        
         // now, travel through each character
        for(char c = 'a'; c <= 'z'; c++)
        {
            // if this character is not visited yet, call dfs here 
            if(visited[c - 'a'] == '#')
            {
                 // as we are calling dfs for each character, so
                // it will minimum value for that component.
                dfs(adj, c, c, visited);
            }
        }
        
        // Now lastly, replace each baseStr character with their 
        // minimum found out character in their component,
        String ans = """";
        for(int i = 0; i < baseStr.length(); i++)
        {
            ans += visited[baseStr.charAt(i) - 'a'];
        }
        
        // finally return ans string
        return ans;
    }
}","class Solution {
    public void dfs(List<Character>[] adj, char node, char minCharacter, char [] visited)
    {
        // to this character, replace it with it's minimum character
        visited[node - 'a'] = minCharacter;
        
         // travel in neighbor of this character,
        // i.e travel in component of this character
        for(char near: adj[node - 'a'])
        {
            // if this character is not visited, call dfs for it
            if(visited[near - 'a'] == '#')
            {
                dfs(adj, near, minCharacter, visited);
            }
        }
    }
    
    public String smallestEquivalentString(String s1, String s2, String baseStr) {
        int n = s1.length(); // extract size
        
        List<Character>[] adj = new List[26]; // declaring adjacency matrix
        for (int i = 0; i < 26; i++) 
        {
            adj[i] = new ArrayList<>();
        }
        
        // travel through strings and establish connection
        for(int i = 0; i < n; i++)
        {
            adj[s1.charAt(i) - 'a'].add(s2.charAt(i));
            adj[s2.charAt(i) - 'a'].add(s1.charAt(i));
        }
        
        // make a visited vector of size 26
        // and symbol,'#' denotes that this particular character is not visited yet
        char [] visited = new char[26];
        for(int i = 0; i < 26; i++)
        {
            visited[i] = '#';
        }
        
         // now, travel through each character
        for(char c = 'a'; c <= 'z'; c += 1)
        {
            // if this character is not visited yet, call dfs here 
            if(visited[c - 'a'] == '#')
            {
                 // as we are calling dfs for each character, so
                // it will minimum value for that component.
                dfs(adj, c, c, visited);
            }
        }
        
        // Now lastly, replace each baseStr character with their 
        // minimum found out character in their component,
        String ans = """";
        for(int i = 0; i < baseStr.length(); i++)
        {
            ans += visited[baseStr.charAt(i) - 'a'];
        }
        
        // finally return ans string
        return ans;
    }
}",1058,java,40
382,382-1568-cpp-145_5,0.4100227790432802,"/**
 * Definition for a binary tree node.
 * struct TreeNode {
 *     int val;
 *     TreeNode *left;
 *     TreeNode *right;
 *     TreeNode() : val(0), left(nullptr), right(nullptr) {}
 *     TreeNode(int x) : val(x), left(nullptr), right(nullptr) {}
 *     TreeNode(int x, TreeNode *left, TreeNode *right) : val(x), left(left), right(right) {}
 * };
 */
class Solution {
public:
    int ans;  //this will keep the count of the pusedo palindromic path
int pseudoPalindromicPaths (TreeNode* root) 
{
	ans=0;
    int count=0;
	fun(root,count);
	return ans;        
}
void fun(TreeNode* root,int count)
{
	if(root==NULL)
	{
		return;
	}
	if(root!=NULL and root->left==NULL and root->right==NULL)
	{
		int temp=count;
		temp=temp^(1<<root->val);
		
		if(temp==0)   //even length pasudeo palindromic paht as the value of temp is 0 indicated the bit set in temp is 0
		{
			ans++;
		}
		else if(temp>0)   //could be odd length psudeo palindromic path as the value of temp is more than zero we cannot anythig about no of set bit
		{
			temp = temp - (temp & (-temp));
			if(temp==0)
			{
				ans++;
			}
		}
	}
	fun(root->left,count^(1<<root->val));
	fun(root->right,count^(1<<root->val));
}
};","/**
 * Definition for a binary tree node.
 * struct TreeNode {
 *     int val;
 *     TreeNode *left;
 *     TreeNode *right;
 *     TreeNode() : val(0), left(nullptr), right(nullptr) {}
 *     TreeNode(int x) : val(x), left(nullptr), right(nullptr) {}
 *     TreeNode(int x, TreeNode *left, TreeNode *right) : val(x), left(left), right(right) {}
 * };
 */
class Solution {
public:
    int ans;  //this will keep the count of the pusedo palindromic path
int pseudoPalindromicPaths (TreeNode* root) 
{
	ans=0;
    int count=0;
	fun(root,count);
	return ans;        
}
void fun(TreeNode* root,int count)
{
	if(root==NULL)
	{
		return;
	}
	if(root!=NULL and root->left==NULL and root->right==NULL)
	{
		int temp=count;
		temp=temp^(1<<root->val);
		if(temp==0)   //even length pasudeo palindromic paht as the value of temp is 0 indicated the bit set in temp is 0
		{
			ans++;
		}
		else if(temp>0)   //could be odd length psudeo palindromic path as the value of temp is more than zero we cannot anythig about no of set bit
		{
			temp = temp - (temp & (-temp));
			if(temp==0)
			{
				ans++;
			}
		}
	}
	fun(root->right,count^(1<<root->val));  // Swapped order of left and right recursive calls
	fun(root->left,count^(1<<root->val)); // Swapped order of left and right recursive calls
}
};",1568,cpp,145
382,382-1568-cpp-145_10,0.4214123006833713,"/**
 * Definition for a binary tree node.
 * struct TreeNode {
 *     int val;
 *     TreeNode *left;
 *     TreeNode *right;
 *     TreeNode() : val(0), left(nullptr), right(nullptr) {}
 *     TreeNode(int x) : val(x), left(nullptr), right(nullptr) {}
 *     TreeNode(int x, TreeNode *left, TreeNode *right) : val(x), left(left), right(right) {}
 * };
 */
class Solution {
public:
    int ans;  //this will keep the count of the pusedo palindromic path
int pseudoPalindromicPaths (TreeNode* root) 
{
	ans=0;
    int count=0;
	fun(root,count);
	return ans;        
}
void fun(TreeNode* root,int count)
{
	if(root==NULL)
	{
		return;
	}
	if(root!=NULL and root->left==NULL and root->right==NULL)
	{
		int temp=count;
		temp=temp^(1<<root->val);
		
		if(temp==0)   //even length pasudeo palindromic paht as the value of temp is 0 indicated the bit set in temp is 0
		{
			ans++;
		}
		else if(temp>0)   //could be odd length psudeo palindromic path as the value of temp is more than zero we cannot anythig about no of set bit
		{
			temp = temp - (temp & (-temp));
			if(temp==0)
			{
				ans++;
			}
		}
	}
	fun(root->left,count^(1<<root->val));
	fun(root->right,count^(1<<root->val));
}
};","/**
 * Definition for a binary tree node.
 * struct TreeNode {
 *     int val;
 *     TreeNode *left;
 *     TreeNode *right;
 *     TreeNode() : val(0), left(nullptr), right(nullptr) {}
 *     TreeNode(int x) : val(x), left(nullptr), right(nullptr) {}
 *     TreeNode(int x, TreeNode *left, TreeNode *right) : val(x), left(left), right(right) {}
 * };
 */
class Solution {
public:
    int ans;  //this will keep the count of the pusedo palindromic path
int pseudoPalindromicPaths (TreeNode* root) 
{
	ans=0;
    int count=0;
	fun(root,count);
	return ans;        
}
void fun(TreeNode* root,int count)
{
	if(root==NULL)
	{
		return;
	}
	if(root!=NULL and root->left==NULL and root->right==NULL)
	{
		int temp=count;
		temp=temp^(1<< (2 * 4));
		
		if(temp==0)   //even length pasudeo palindromic paht as the value of temp is 0 indicated the bit set in temp is 0
		{
			ans++;
		}
		else if(temp>0)   //could be odd length psudeo palindromic path as the value of temp is more than zero we cannot anythig about no of set bit
		{
			temp = temp - (temp & (-temp));
			if(temp==0)
			{
				ans++;
			}
		}
	}
	fun(root->left,count^(1<<(2*4)));
	fun(root->right,count^(1<<(2*4)));
}
};",1568,cpp,145
382,382-1568-cpp-145_11,0.4305239179954442,"/**
 * Definition for a binary tree node.
 * struct TreeNode {
 *     int val;
 *     TreeNode *left;
 *     TreeNode *right;
 *     TreeNode() : val(0), left(nullptr), right(nullptr) {}
 *     TreeNode(int x) : val(x), left(nullptr), right(nullptr) {}
 *     TreeNode(int x, TreeNode *left, TreeNode *right) : val(x), left(left), right(right) {}
 * };
 */
class Solution {
public:
    int ans;  //this will keep the count of the pusedo palindromic path
int pseudoPalindromicPaths (TreeNode* root) 
{
	ans=0;
    int count=0;
	fun(root,count);
	return ans;        
}
void fun(TreeNode* root,int count)
{
	if(root==NULL)
	{
		return;
	}
	if(root!=NULL and root->left==NULL and root->right==NULL)
	{
		int temp=count;
		temp=temp^(1<<root->val);
		
		if(temp==0)   //even length pasudeo palindromic paht as the value of temp is 0 indicated the bit set in temp is 0
		{
			ans++;
		}
		else if(temp>0)   //could be odd length psudeo palindromic path as the value of temp is more than zero we cannot anythig about no of set bit
		{
			temp = temp - (temp & (-temp));
			if(temp==0)
			{
				ans++;
			}
		}
	}
	fun(root->left,count^(1<<root->val));
	fun(root->right,count^(1<<root->val));
}
};","/**
 * Definition for a binary tree node.
 * struct TreeNode {
 *     int val;
 *     TreeNode *left;
 *     TreeNode *right;
 *     TreeNode() : val(0), left(nullptr), right(nullptr) {}
 *     TreeNode(int x) : val(x), left(nullptr), right(nullptr) {}
 *     TreeNode(int x, TreeNode *left, TreeNode *right) : val(x), left(left), right(right) {}
 * };
 */
class Solution {
public:
    int ans;  //this will keep the count of the pusedo palindromic path
int pseudoPalindromicPaths (TreeNode* root) 
{
	ans=0;
    int count=0;
	fun(root,count);
	return ans;        
}
void fun(TreeNode* root,int count)
{
	if(root==NULL)
	{
		return;
	}
	if(root!=NULL and root->left==NULL and root->right==NULL)
	{
		int temp=count;
		temp = count ^ (1 << root->val);
		
		if(temp == 0)   //even length pasudeo palindromic paht as the value of temp is 0 indicated the bit set in temp is 0
		{
			ans++;
		}
		else if(temp > 0)   //could be odd length psudeo palindromic path as the value of temp is more than zero we cannot anythig about no of set bit
		{
			temp = temp - (temp & (-temp));
			if(temp == 0)
			{
				ans++;
			}
		}
	}
	fun(root->left, count ^ (1 << root->val));
	fun(root->right, count ^ (1 << root->val));
}
};",1568,cpp,145
