Actual,Predicted,Id,Labels
27,85,129,27
36,36,130,36
5,5,131,5
138,110,132,138
85,85,133,85
123,133,134,123
168,123,135,168
18,114,136,18
64,64,137,64
106,124,138,106
60,139,139,60
65,36,140,65
168,170,141,168
60,60,142,60
63,63,143,63
170,170,144,170
14,148,145,14
53,53,146,53
171,9,147,171
34,34,148,34
94,11,149,94
124,63,150,124
63,63,151,63
55,55,152,55
170,170,153,170
48,50,154,48
71,3,155,71
21,196,156,21
54,54,157,54
177,177,158,177
105,115,159,105
165,130,160,165
88,88,161,88
47,47,162,47
155,115,163,155
62,62,164,62
146,131,165,146
157,157,166,157
155,126,167,155
78,63,168,78
171,171,169,171
53,53,170,53
143,143,171,143
124,124,172,124
85,85,173,85
94,60,174,94
115,138,175,115
120,120,176,120
87,69,177,87
106,63,178,106
33,197,179,33
14,14,180,14
23,23,181,23
117,57,182,117
39,39,183,39
155,39,184,155
34,34,185,34
27,27,186,27
49,49,187,49
49,49,188,49
137,137,189,137
63,63,190,63
181,181,191,181
14,14,192,14
167,167,193,167
90,90,194,90
57,77,195,57
55,55,196,55
156,83,197,156
182,39,198,182
3,3,199,3
169,169,200,169
78,78,201,78
167,167,202,167
145,57,203,145
120,120,204,120
49,49,205,49
179,119,206,179
179,119,207,179
5,5,208,5
32,124,209,32
119,178,210,119
79,138,211,79
16,140,212,16
41,41,213,41
60,139,214,60
52,175,215,52
88,88,216,88
135,135,217,135
23,23,218,23
48,50,219,48
20,123,220,20
49,49,221,49
171,123,222,171
178,123,223,178
178,178,224,178
59,135,225,59
63,63,226,63
63,63,227,63
17,54,228,17
150,60,229,150
85,175,230,85
85,85,231,85
133,133,232,133
3,3,233,3
106,106,234,106
175,175,235,175
164,26,236,164
69,127,237,69
42,167,238,42
183,51,239,183
32,77,240,32
147,147,241,147
2,127,242,2
140,44,243,140
175,175,244,175
55,55,245,55
161,123,246,161
9,9,247,9
62,0,248,62
106,106,249,106
175,175,250,175
57,3,251,57
37,37,252,37
138,138,253,138
145,145,254,145
9,9,255,9
147,9,256,147
100,100,257,100
62,80,258,62
42,42,259,42
49,80,260,49
85,85,261,85
188,90,262,188
87,127,263,87
57,49,264,57
175,175,265,175
3,3,266,3
3,3,267,3
3,3,268,3
85,85,269,85
153,145,270,153
109,3,271,109
154,50,272,154
61,8,273,61
117,127,274,117
80,26,275,80
106,106,276,106
62,112,277,62
35,35,278,35
92,26,279,92
138,123,280,138
48,50,281,48
63,63,282,63
128,178,283,128
36,36,284,36
59,35,285,59
27,22,286,27
67,67,287,67
36,36,288,36
77,167,289,77
191,91,290,191
133,133,291,133
106,133,292,106
12,138,293,12
38,38,294,38
135,135,295,135
159,71,296,159
98,127,297,98
36,36,298,36
30,30,299,30
50,50,300,50
41,41,301,41
46,127,302,46
60,41,303,60
57,57,304,57
78,78,305,78
73,121,306,73
40,40,307,40
112,112,308,112
109,127,309,109
166,37,310,166
91,84,311,91
103,103,312,103
92,92,313,92
95,33,314,95
85,85,315,85
194,63,316,194
109,57,317,109
127,127,318,127
57,37,319,57
110,27,320,110
187,148,321,187
83,110,322,83
57,77,323,57
54,37,324,54
145,145,325,145
85,85,326,85
51,57,327,51
104,104,328,104
192,192,329,192
160,123,330,160
148,14,331,148
126,3,332,126
151,151,333,151
161,110,334,161
65,65,335,65
158,158,336,158
57,57,337,57
104,104,338,104
49,49,339,49
89,89,340,89
176,176,341,176
63,63,342,63
63,63,343,63
174,3,344,174
170,170,345,170
170,39,346,170
139,139,347,139
63,63,348,63
192,192,349,192
33,123,350,33
115,115,351,115
82,82,352,82
134,123,353,134
76,0,354,76
192,192,355,192
35,80,356,35
131,37,357,131
51,166,358,51
152,41,359,152
112,23,360,112
50,50,361,50
33,33,362,33
184,33,363,184
116,116,364,116
34,62,365,34
162,11,366,162
47,47,367,47
64,114,368,64
63,78,369,63
50,50,370,50
9,9,371,9
24,181,372,24
136,165,373,136
123,123,374,123
4,4,375,4
180,19,376,180
57,57,377,57
68,68,378,68
140,33,379,140
88,88,380,88
159,167,381,159
166,37,382,166
57,57,383,57
197,144,384,197
51,50,385,51
108,37,386,108
190,0,387,190
9,29,388,9
110,0,389,110
114,114,390,114
57,95,391,57
197,114,392,197
88,88,393,88
49,49,394,49
28,49,395,28
74,80,396,74
126,123,397,126
173,41,398,173
49,49,399,49
14,14,400,14
149,149,401,149
5,5,402,5
165,130,403,165
196,123,404,196
195,65,405,195
85,85,406,85
134,121,407,134
52,52,408,52
189,123,409,189
110,22,410,110
88,88,411,88
7,123,412,7
15,80,413,15
100,100,414,100
129,139,415,129
47,47,416,47
123,138,417,123
5,5,418,5
12,120,419,12
49,49,420,49
142,142,421,142
186,186,422,186
193,106,423,193
127,127,424,127
186,60,425,186
49,49,426,49
86,167,427,86
121,121,428,121
34,34,429,34
106,106,430,106
95,26,431,95
66,37,432,66
41,3,433,41
3,3,434,3
125,77,435,125
172,172,436,172
106,106,437,106
91,55,438,91
3,3,439,3
144,110,440,144
106,106,441,106
167,167,442,167
152,152,443,152
111,111,444,111
131,3,445,131
80,35,446,80
130,130,447,130
100,100,448,100
57,26,449,57
49,49,450,49
49,49,451,49
14,14,452,14
80,14,453,80
172,172,454,172
34,34,455,34
57,77,456,57
172,172,457,172
154,154,458,154
121,143,459,121
141,37,460,141
78,33,461,78
99,99,462,99
33,33,463,33
72,72,464,72
158,158,465,158
91,57,466,91
33,33,467,33
85,166,468,85
103,103,469,103
123,123,470,123
185,39,471,185
139,139,472,139
57,54,473,57
143,143,474,143
130,130,475,130
