c1,c2,a1,a2,same,token_diff
647,649,64,64,1,13
454,460,43,43,1,27
275,280,23,23,1,5
2,84,1,1,1,9
20,242,19,19,1,32
274,275,23,23,1,27
636,638,63,63,1,8
598,603,59,59,1,65
490,498,47,47,1,34
447,449,42,42,1,57
535,539,52,52,1,49
58,586,57,57,1,35
185,192,13,13,1,32
473,476,45,45,1,101
303,305,26,26,1,0
591,596,58,58,1,29
581,585,57,57,1,3
572,576,56,56,1,19
340,345,30,30,1,88
348,349,31,31,1,47
10,150,9,9,1,6
302,303,26,26,1,72
5,105,4,4,1,18
260,261,21,21,1,9
60,601,59,59,1,49
382,386,35,35,1,86
337,340,30,30,1,74
554,561,54,54,1,20
626,630,62,62,1,59
310,316,27,27,1,76
283,288,24,24,1,156
502,504,48,48,1,287
294,296,25,25,1,334
580,583,57,57,1,248
35,377,34,34,1,332
45,469,44,44,1,347
266,267,22,22,1,192
169,170,11,11,1,346
512,514,49,49,1,311
48,495,47,47,1,240
71,74,0,0,1,211
139,145,8,8,1,102
113,117,5,5,1,259
265,268,22,22,1,224
503,505,48,48,1,234
626,631,62,62,1,189
123,124,6,6,1,339
492,493,47,47,1,117
69,74,0,0,1,233
589,594,58,58,1,282
159,161,10,10,1,162
107,111,4,4,1,258
162,163,10,10,1,144
207,208,15,15,1,163
474,479,45,45,1,194
491,495,47,47,1,148
340,342,30,30,1,249
8,135,7,7,1,119
495,496,47,47,1,282
141,146,8,8,1,339
79,84,1,1,1,115
501,507,48,48,1,332
121,128,6,6,1,336
177,178,12,12,1,155
564,568,55,55,1,117
55,558,54,54,1,283
94,95,3,3,1,154
608,610,60,60,1,114
383,388,35,35,1,153
247,251,20,20,1,145
41,434,40,40,1,119
225,227,17,17,1,314
24,274,23,23,1,108
61,611,60,60,1,340
167,169,11,11,1,135
145,146,8,8,1,338
441,442,41,41,1,106
362,363,32,32,1,329
240,242,19,19,1,106
220,222,17,17,1,149
479,480,45,45,1,148
403,407,37,37,1,167
554,558,54,54,1,249
427,428,40,40,1,137
655,658,65,65,1,220
567,568,55,55,1,308
248,253,20,20,1,193
566,567,55,55,1,256
58,587,57,57,1,143
447,448,42,42,1,283
556,560,54,54,1,187
644,648,64,64,1,278
607,611,60,60,1,188
643,644,64,64,1,192
562,567,55,55,1,167
29,326,28,28,1,104
94,98,3,3,1,153
610,611,60,60,1,158
473,480,45,45,1,116
8,133,7,7,1,240
134,135,7,7,1,243
643,651,64,64,1,113
472,477,45,45,1,212
407,408,37,37,1,217
19,230,18,18,1,213
328,336,29,29,1,132
301,302,26,26,1,130
364,367,33,33,1,258
288,289,24,24,1,292
104,107,4,4,1,205
57,573,56,56,1,329
349,352,31,31,1,118
226,227,17,17,1,272
375,379,34,34,1,260
21,249,20,20,1,200
34,364,33,33,1,125
221,227,17,17,1,265
266,268,22,22,1,223
312,315,27,27,1,241
3,88,2,2,1,124
553,558,54,54,1,220
7,125,6,6,1,200
635,637,63,63,1,135
535,541,52,52,1,173
103,107,4,4,1,198
512,516,49,49,1,332
448,451,42,42,1,247
9,141,8,8,1,103
126,128,6,6,1,292
456,457,43,43,1,125
564,567,55,55,1,191
629,631,62,62,1,175
53,543,52,52,1,332
583,586,57,57,1,288
53,541,52,52,1,142
139,143,8,8,1,140
142,143,8,8,1,185
247,249,20,20,1,166
574,578,56,56,1,350
527,531,51,51,1,112
527,529,51,51,1,294
457,459,43,43,1,192
411,412,38,38,1,147
250,255,20,20,1,193
485,487,46,46,1,160
68,69,0,0,1,146
69,73,0,0,1,130
509,512,49,49,1,231
599,604,59,59,1,102
33,360,32,32,1,144
454,462,43,43,1,136
357,359,32,32,1,298
644,651,64,64,1,305
96,98,3,3,1,214
13,178,12,12,1,247
22,261,21,21,1,249
98,100,3,3,1,248
499,503,48,48,1,206
582,584,57,57,1,208
3,90,2,2,1,121
547,551,53,53,1,165
509,516,49,49,1,101
358,363,32,32,1,178
2,78,1,1,1,235
134,136,7,7,1,123
49,500,48,48,1,181
307,309,26,26,1,126
486,489,46,46,1,154
187,188,13,13,1,114
125,126,6,6,1,119
69,70,0,0,1,167
359,363,32,32,1,155
316,318,27,27,1,118
536,538,52,52,1,241
603,604,59,59,1,171
448,449,42,42,1,226
526,532,51,51,1,207
554,556,54,54,1,175
564,569,55,55,1,170
313,317,27,27,1,350
451,452,42,42,1,102
577,579,56,56,1,162
160,165,10,10,1,111
483,485,46,46,1,141
125,129,6,6,1,307
406,407,37,37,1,203
565,567,55,55,1,115
558,560,54,54,1,261
283,289,24,24,1,136
572,577,56,56,1,120
206,207,15,15,1,208
519,525,50,50,1,300
250,251,20,20,1,263
519,520,50,50,1,143
130,131,7,7,1,229
131,132,7,7,1,272
55,561,54,54,1,552
368,371,33,33,1,1260
37,398,36,36,1,2726
513,515,49,49,1,923
267,273,22,22,1,2447
609,613,60,60,1,7609
276,282,23,23,1,677
613,614,60,60,1,7515
332,334,29,29,1,1621
16,202,15,15,1,878
332,336,29,29,1,760
403,404,37,37,1,353
472,475,45,45,1,989
149,153,9,9,1,808
46,477,45,45,1,848
41,430,40,40,1,662
185,191,13,13,1,4701
77,80,1,1,1,399
396,398,36,36,1,846
306,308,26,26,1,1220
256,259,21,21,1,572
532,533,51,51,1,979
167,170,11,11,1,481
574,579,56,56,1,574
157,164,10,10,1,689
490,496,47,47,1,508
634,638,63,63,1,936
376,377,34,34,1,408
167,174,11,11,1,1223
190,191,13,13,1,4659
383,387,35,35,1,392
271,273,22,22,1,2337
330,333,29,29,1,3447
96,97,3,3,1,549
631,632,62,62,1,398
303,308,26,26,1,1252
33,358,32,32,1,538
62,621,61,61,1,387
430,431,40,40,1,535
38,408,37,37,1,487
87,89,2,2,1,408
332,333,29,29,1,1729
383,385,35,35,1,369
261,263,21,21,1,6063
87,91,2,2,1,446
188,191,13,13,1,4619
356,358,32,32,1,364
266,273,22,22,1,2255
604,606,59,59,1,364
504,507,48,48,1,513
42,438,41,41,1,507
97,100,3,3,1,583
529,533,51,51,1,934
357,363,32,32,1,453
654,659,65,65,1,794
383,389,35,35,1,1580
658,659,65,65,1,680
330,336,29,29,1,958
432,435,40,40,1,473
449,453,42,42,1,1247
488,489,46,46,1,655
443,444,41,41,1,1181
483,488,46,46,1,660
466,470,44,44,1,675
279,282,23,23,1,583
55,556,54,54,1,357
29,322,28,28,1,532
97,102,3,3,1,559
493,496,47,47,1,394
132,137,7,7,1,885
379,380,34,34,1,903
68,74,0,0,1,379
577,578,56,56,1,762
249,254,20,20,1,777
136,137,7,7,1,767
140,146,8,8,1,442
42,440,41,41,1,440
635,640,63,63,1,973
76,83,1,1,1,1333
197,200,14,14,1,740
424,425,39,39,1,2017
464,468,44,44,1,401
380,381,34,34,1,1101
512,515,49,49,1,998
549,551,53,53,1,719
322,326,28,28,1,428
371,372,33,33,1,1035
636,637,63,63,1,800
568,570,55,55,1,890
268,270,22,22,1,423
528,532,51,51,1,791
234,237,18,18,1,718
494,496,47,47,1,444
19,229,18,18,1,601
517,518,50,50,1,707
333,336,29,29,1,2489
30,336,29,29,1,916
315,317,27,27,1,355
395,399,36,36,1,1357
54,548,53,53,1,427
259,262,21,21,1,668
247,254,20,20,1,611
394,398,36,36,1,2353
50,515,49,49,1,1274
48,492,47,47,1,469
655,659,65,65,1,460
458,461,43,43,1,647
59,589,58,58,1,581
51,522,50,50,1,23440
23,272,22,22,1,377
465,469,44,44,1,1375
158,164,10,10,1,675
55,553,54,54,1,503
215,218,16,16,1,681
648,649,64,64,1,565
632,633,62,62,1,496
38,403,37,37,1,437
475,479,45,45,1,839
48,493,47,47,1,352
54,552,53,53,1,477
13,180,12,12,1,451
395,396,36,36,1,1442
331,332,29,29,1,1530
18,222,17,17,1,769
416,417,38,38,1,916
635,636,63,63,1,935
578,579,56,56,1,924
545,551,53,53,1,743
636,641,63,63,1,748
620,621,61,61,1,414
212,218,16,16,1,578
655,660,65,65,1,351
18,220,17,17,1,620
10,153,9,9,1,849
463,464,44,44,1,420
5,107,4,4,1,631
409,410,38,38,1,430
65,648,64,64,1,539
377,379,34,34,1,384
238,245,19,19,1,405
526,528,51,51,1,584
55,560,54,54,1,544
48,494,47,47,1,402
413,416,38,38,1,896
163,164,10,10,1,595
153,154,9,9,1,813
26,300,25,25,1,746
574,575,56,56,1,607
113,116,5,5,1,590
520,522,50,50,1,23595
467,469,44,44,1,353
627,632,62,62,1,573
294,300,25,25,1,376
41,432,40,40,1,464
25,289,24,24,1,1564
105,106,4,4,1,736
618,621,61,61,1,389
450,453,42,42,1,1015
383,390,35,35,1,451
338,345,30,30,1,411
36,390,35,35,1,749
331,335,29,29,1,1449
511,515,49,49,1,1033
161,164,10,10,1,474
152,153,9,9,1,829
605,606,59,59,1,1104
74,75,0,0,1,444
59,590,58,58,1,566
