c1,c2,a1,a2,same,token_diff
187,500,13,48,0,54
2,145,1,8,0,65
213,446,16,42,0,78
125,230,6,18,0,60
151,313,9,27,0,72
196,595,14,58,0,62
101,312,3,27,0,57
143,159,8,10,0,76
40,388,39,35,0,86
88,280,2,23,0,68
180,476,12,45,0,76
143,502,8,48,0,81
343,346,30,31,0,59
163,569,10,55,0,85
169,536,11,52,0,77
104,654,4,65,0,56
353,467,31,44,0,80
204,563,15,55,0,75
72,404,0,37,0,72
67,314,0,27,0,79
272,612,22,60,0,87
274,305,23,26,0,82
172,483,11,46,0,64
585,631,57,62,0,75
204,550,15,53,0,67
176,598,12,59,0,69
141,238,8,19,0,77
400,454,37,43,0,64
227,626,17,62,0,84
172,196,11,14,0,52
281,347,23,31,0,66
248,558,20,54,0,52
312,349,27,31,0,119
122,205,6,15,0,125
370,410,33,38,0,104
558,564,54,55,0,113
169,181,11,12,0,130
428,487,40,46,0,110
114,564,5,55,0,127
359,432,32,40,0,96
409,619,38,61,0,110
243,585,19,57,0,109
537,569,52,55,0,131
202,537,15,52,0,114
12,400,11,37,0,133
373,526,34,51,0,113
300,633,25,62,0,100
117,658,5,65,0,112
548,560,53,54,0,117
559,593,54,58,0,99
500,590,48,58,0,103
225,587,17,57,0,126
76,438,1,41,0,111
36,207,35,15,0,96
88,631,2,62,0,108
142,346,8,31,0,118
214,437,16,41,0,132
171,175,11,12,0,105
56,72,55,0,0,127
104,183,4,12,0,115
624,625,61,62,0,131
176,643,12,64,0,104
88,565,2,55,0,132
94,162,3,10,0,119
21,544,20,53,0,102
178,539,12,52,0,130
63,176,62,12,0,104
183,357,12,32,0,100
89,450,2,42,0,97
53,499,52,48,0,109
32,178,31,12,0,115
70,505,0,48,0,122
108,195,4,14,0,96
318,325,27,28,0,97
362,568,32,55,0,112
118,339,5,30,0,129
181,303,12,26,0,123
603,610,59,60,0,123
471,649,44,64,0,101
274,502,23,48,0,133
38,483,37,46,0,98
187,527,13,51,0,132
89,568,2,55,0,169
230,583,18,57,0,147
47,658,46,65,0,143
593,603,58,59,0,159
53,134,52,7,0,164
267,489,22,46,0,152
228,601,17,59,0,187
296,328,25,29,0,143
151,552,9,53,0,134
44,473,43,45,0,174
261,487,21,46,0,143
608,630,60,62,0,184
238,441,19,41,0,152
39,562,38,55,0,158
27,580,26,57,0,168
243,478,19,45,0,141
181,598,12,59,0,175
360,496,32,47,0,187
116,526,5,51,0,171
298,351,25,31,0,177
101,506,3,48,0,171
1,126,0,6,0,140
213,549,16,53,0,145
168,392,11,36,0,145
285,355,24,32,0,192
63,140,62,8,0,189
302,568,26,55,0,169
60,182,59,12,0,162
193,233,14,18,0,152
330,587,29,57,0,172
58,545,57,53,0,145
348,393,31,36,0,179
62,229,61,18,0,145
481,629,46,62,0,134
33,497,32,47,0,180
351,362,31,32,0,182
530,593,51,58,0,143
10,189,9,13,0,188
33,101,32,3,0,186
558,592,54,58,0,146
138,537,7,52,0,188
20,481,19,46,0,187
591,603,58,59,0,158
255,643,20,64,0,148
50,315,49,27,0,138
487,499,46,48,0,174
368,471,33,44,0,192
126,385,6,35,0,153
215,542,16,52,0,141
98,660,3,65,0,168
243,568,19,55,0,203
343,479,30,45,0,245
22,178,21,12,0,253
395,518,36,50,0,234
8,392,7,36,0,221
63,209,62,15,0,195
82,184,1,13,0,213
65,516,64,49,0,202
3,354,2,31,0,268
199,538,14,52,0,269
152,352,9,31,0,262
37,38,36,37,0,272
16,336,15,29,0,200
351,500,31,48,0,249
415,580,38,57,0,235
65,406,64,37,0,231
114,133,5,7,0,279
213,628,16,62,0,247
245,428,19,40,0,212
53,633,52,62,0,246
397,496,36,47,0,206
378,649,34,64,0,208
13,162,12,10,0,252
89,154,2,9,0,206
415,449,38,42,0,217
132,220,7,17,0,210
226,597,17,58,0,198
136,527,7,51,0,227
466,494,44,47,0,238
296,358,25,32,0,262
600,637,59,63,0,218
95,154,3,9,0,248
295,327,25,28,0,215
175,407,12,37,0,200
292,490,25,47,0,268
467,648,44,64,0,241
297,630,25,62,0,238
233,262,18,21,0,229
126,452,6,42,0,237
373,477,34,45,0,236
43,486,42,46,0,217
59,80,58,1,0,229
546,653,53,65,0,279
12,184,11,13,0,222
118,216,5,16,0,216
76,583,1,57,0,230
246,298,19,25,0,233
231,293,18,25,0,236
250,355,20,32,0,278
86,207,2,15,0,228
211,642,16,63,0,344
86,370,2,33,0,357
441,634,41,63,0,281
539,635,52,63,0,326
152,247,9,20,0,302
562,619,55,61,0,290
9,122,8,6,0,336
557,565,54,55,0,297
348,363,31,32,0,397
65,79,64,1,0,283
400,652,37,65,0,317
48,378,47,34,0,351
326,380,28,34,0,329
312,575,27,56,0,312
320,578,28,56,0,380
272,642,22,63,0,363
468,565,44,55,0,327
177,205,12,15,0,360
461,610,43,60,0,396
227,392,17,36,0,354
403,503,37,48,0,390
374,460,34,43,0,393
358,387,32,35,0,341
23,457,22,43,0,304
171,468,11,44,0,390
97,356,3,32,0,290
66,372,65,33,0,396
481,644,46,64,0,386
70,194,0,14,0,351
491,600,47,59,0,312
340,511,30,49,0,282
53,72,52,0,0,350
68,78,0,1,0,284
260,327,21,28,0,335
265,539,22,52,0,350
230,493,18,47,0,393
122,313,6,27,0,287
61,257,60,21,0,388
3,124,2,6,0,358
11,352,10,31,0,287
197,607,14,60,0,284
401,518,37,50,0,344
11,412,10,38,0,356
231,452,18,42,0,298
294,336,25,29,0,323
121,199,6,14,0,309
13,298,12,25,0,321
115,597,5,58,0,389
280,594,23,58,0,350
151,647,9,64,0,338
230,330,18,29,0,499
145,372,8,33,0,514
148,574,9,56,0,581
343,518,30,50,0,490
489,574,46,56,0,447
114,367,5,33,0,458
190,230,13,18,0,440
259,401,21,37,0,502
305,414,26,38,0,496
74,455,0,43,0,473
268,302,22,26,0,456
74,239,0,19,0,503
231,280,18,23,0,420
61,660,60,65,0,477
14,48,13,47,0,402
62,512,61,49,0,505
310,394,27,36,0,460
280,574,23,56,0,512
89,369,2,33,0,496
513,566,49,55,0,406
343,594,30,58,0,402
69,268,0,22,0,434
161,656,10,65,0,558
223,414,17,38,0,426
356,461,32,43,0,478
114,170,5,11,0,460
431,467,40,44,0,506
142,642,8,63,0,444
205,626,15,62,0,406
432,554,40,54,0,401
372,451,33,42,0,530
416,636,38,63,0,407
22,338,21,30,0,461
87,171,2,11,0,447
50,641,49,63,0,457
42,497,41,47,0,529
365,628,33,62,0,457
429,632,40,62,0,555
474,518,45,50,0,439
498,653,47,65,0,400
14,432,13,40,0,414
41,518,40,50,0,513
46,641,45,63,0,532
353,590,31,58,0,555
55,439,54,41,0,442
165,634,10,63,0,503
418,561,39,54,0,419
13,100,12,3,0,466
145,644,8,64,0,485
87,196,2,14,0,512
552,656,53,65,0,675
155,435,9,40,0,646
39,328,38,29,0,755
314,615,27,60,0,879
406,488,37,46,0,691
164,462,10,43,0,692
154,383,9,35,0,605
488,622,46,61,0,794
236,354,18,31,0,624
200,586,14,57,0,847
109,553,4,54,0,885
109,300,4,25,0,724
137,405,7,37,0,755
328,451,29,42,0,725
359,382,32,35,0,738
156,367,9,33,0,587
200,464,14,44,0,704
63,578,62,56,0,741
37,123,36,6,0,655
18,307,17,26,0,651
17,235,16,18,0,690
153,626,9,62,0,796
62,394,61,36,0,722
183,370,12,33,0,607
110,553,4,54,0,773
474,623,45,61,0,612
386,448,35,42,0,678
348,657,31,65,0,782
414,442,38,41,0,596
27,615,26,60,0,676
87,624,2,61,0,699
202,615,15,60,0,668
19,215,18,16,0,684
292,570,25,55,0,718
71,139,0,8,0,708
517,604,50,59,0,753
51,202,50,15,0,649
149,656,9,65,0,743
249,272,20,22,0,606
91,519,2,50,0,698
15,488,14,46,0,733
525,527,50,51,0,872
329,570,29,55,0,828
529,657,51,65,0,863
84,657,1,65,0,741
79,641,1,63,0,594
336,457,29,43,0,862
611,648,60,64,0,613
615,649,60,64,0,633
165,361,10,32,0,621
216,426,16,39,0,1135
51,184,50,13,0,923
245,284,19,24,0,1301
140,475,8,45,0,1100
294,398,25,36,0,2406
453,611,42,60,0,1102
343,391,30,36,0,1298
131,332,7,29,0,1446
380,596,34,58,0,1019
244,308,19,26,0,1382
288,646,24,64,0,1364
215,263,16,21,0,6300
517,633,50,62,0,1067
287,598,24,59,0,1504
325,636,28,63,0,1269
588,595,57,58,0,916
358,371,32,33,0,959
336,521,29,50,0,1228
246,657,19,65,0,952
275,387,23,35,0,972
184,296,13,25,0,963
169,525,11,50,0,1025
6,396,5,36,0,1999
288,620,24,61,0,2023
557,636,54,63,0,1416
419,594,39,58,0,1466
564,650,55,64,0,1133
270,561,22,54,0,1087
41,105,40,4,0,939
95,391,3,36,0,1028
26,192,25,13,0,956
335,460,29,43,0,1451
188,640,13,63,0,1339
391,642,36,63,0,913
197,389,14,35,0,2065
191,243,13,19,0,4427
209,524,15,50,0,1436
416,613,38,60,0,6867
83,477,1,45,0,1119
201,416,14,38,0,925
28,382,27,35,0,1077
337,517,30,50,0,1146
398,625,36,62,0,2944
151,387,9,35,0,1058
238,398,19,36,0,3002
433,660,40,65,0,1404
399,411,36,38,0,1891
322,617,28,61,0,1352
371,506,33,48,0,1140
525,565,50,55,0,936
