c1,c2,a1,a2,same,token_diff
742,1834,8,23,0,17
518,2504,8,36,0,24
862,2585,8,38,0,48
123,2045,13,27,0,56
1853,2489,23,36,0,32
52,289,8,1,0,22
2145,2550,30,38,0,50
210,1144,30,10,0,58
1721,2175,21,30,0,43
475,1502,6,15,0,34
215,1739,31,22,0,24
1839,2037,23,27,0,55
1111,1361,10,12,0,18
1322,2331,12,32,0,28
1151,1615,10,19,0,33
1129,1815,10,23,0,16
311,2340,2,32,0,28
2171,2478,30,36,0,44
1659,1828,20,23,0,30
794,1447,8,14,0,58
351,628,2,8,0,18
56,2230,8,31,0,36
229,1680,32,21,0,52
173,1229,23,12,0,17
1079,1528,9,15,0,47
1158,1835,11,23,0,42
1267,1394,12,13,0,27
1155,2631,11,38,0,52
277,770,1,8,0,18
671,2644,8,38,0,56
311,2415,2,35,0,21
1108,1800,10,23,0,51
107,1099,12,10,0,40
553,1754,8,22,0,15
1825,2050,23,28,0,55
392,1706,3,21,0,44
163,2073,22,29,0,52
232,2488,32,36,0,51
1313,2261,12,31,0,17
1079,1106,9,10,0,27
1444,2268,14,31,0,44
845,1755,8,22,0,20
93,213,9,30,0,35
1762,2431,22,36,0,16
1077,1498,9,14,0,28
1393,1473,13,14,0,39
1968,2109,26,29,0,16
476,752,6,8,0,51
1988,2118,27,29,0,19
8,1977,2,26,0,63
1112,1812,10,23,0,65
2131,2395,30,34,0,66
693,1488,8,14,0,84
1615,2365,19,33,0,85
375,2616,2,38,0,86
1043,1348,9,12,0,67
131,1755,14,22,0,68
495,2384,7,34,0,74
78,281,8,1,0,63
1682,2201,21,31,0,65
1837,2303,23,32,0,68
1042,1625,9,19,0,62
831,2069,8,29,0,63
1524,2256,15,31,0,71
311,1800,2,23,0,64
377,1690,3,21,0,67
1228,1921,12,25,0,76
185,863,25,8,0,79
345,1903,2,25,0,85
1851,2083,23,29,0,74
2197,2335,31,32,0,88
1111,2381,10,34,0,85
1677,2200,21,31,0,62
179,2043,24,27,0,74
306,2609,2,38,0,80
1083,1466,9,14,0,68
1009,1787,8,22,0,65
966,2547,8,38,0,77
1816,2020,23,27,0,62
1167,1583,11,17,0,87
1088,2267,9,31,0,74
2268,2414,31,35,0,83
1615,2546,19,38,0,70
79,325,8,2,0,81
1376,1535,13,15,0,78
1051,2079,9,29,0,75
723,2494,8,36,0,80
464,1532,6,15,0,73
760,2593,8,38,0,68
2093,2539,29,38,0,79
1079,1963,9,26,0,71
188,1584,26,17,0,77
195,1439,27,14,0,87
1365,1475,13,14,0,67
291,1546,1,16,0,68
120,394,12,4,0,74
244,2614,36,38,0,70
119,2215,12,31,0,87
529,1460,8,14,0,75
1697,1763,21,22,0,124
1356,2200,12,31,0,98
737,2563,8,38,0,109
1365,1438,13,14,0,95
482,2600,7,38,0,100
1561,2208,16,31,0,126
459,2286,5,32,0,99
596,1760,8,22,0,108
716,2237,8,31,0,123
225,1457,31,14,0,120
258,1020,38,8,0,93
135,1004,14,8,0,116
17,46,4,8,0,97
533,1374,8,13,0,91
2359,2597,33,38,0,118
1383,2252,13,31,0,99
238,2075,34,29,0,94
399,1548,4,16,0,92
519,1153,8,10,0,100
530,2593,8,38,0,94
357,617,2,8,0,102
1585,2125,17,29,0,96
1510,1731,15,22,0,98
99,390,10,3,0,98
375,573,2,8,0,120
416,1433,4,14,0,115
482,2378,7,34,0,103
1580,2304,17,32,0,103
990,1918,8,25,0,125
742,1951,8,26,0,115
456,1362,5,13,0,117
1461,2584,14,38,0,112
949,2107,8,29,0,120
262,1824,38,23,0,101
783,1574,8,17,0,102
963,2266,8,31,0,92
400,2505,4,36,0,104
1360,2410,12,35,0,96
57,1629,8,19,0,119
148,1821,17,23,0,96
1734,2077,22,29,0,126
604,2536,8,38,0,110
1930,2666,26,38,0,121
507,1606,7,18,0,92
687,1978,8,27,0,107
260,1124,38,10,0,89
1071,2062,9,28,0,90
693,1153,8,10,0,97
1485,2088,14,29,0,92
348,1750,2,22,0,94
706,2263,8,31,0,203
2348,2664,32,38,0,183
1121,1295,10,12,0,191
617,2275,8,31,0,187
234,2314,33,32,0,145
606,2117,8,29,0,179
744,1121,8,10,0,205
1429,1815,14,23,0,146
1263,2097,12,29,0,167
1689,1790,21,22,0,190
17,1439,4,14,0,193
469,1321,6,12,0,162
362,2383,2,34,0,165
1895,2182,25,31,0,169
135,254,14,38,0,216
683,1922,8,25,0,158
468,1448,6,14,0,187
230,1051,32,9,0,149
127,940,13,8,0,130
1397,1819,13,23,0,169
400,2469,4,36,0,195
765,1789,8,22,0,188
7,66,2,8,0,145
1336,2014,12,27,0,157
451,1423,5,14,0,148
1533,2244,15,31,0,143
629,1887,8,25,0,169
1053,1244,9,12,0,162
77,1749,8,22,0,158
1461,2363,14,33,0,198
805,2055,8,28,0,194
727,1834,8,23,0,129
914,1340,8,12,0,174
1520,1623,15,19,0,149
1148,1164,10,11,0,209
46,1135,8,10,0,138
954,1095,8,9,0,195
697,2220,8,31,0,129
983,2187,8,31,0,208
1504,1575,15,17,0,171
1100,2315,10,32,0,172
880,1903,8,25,0,151
547,1789,8,22,0,192
927,2622,8,38,0,181
67,1521,8,15,0,201
336,622,2,8,0,155
994,2595,8,38,0,134
2052,2522,28,37,0,180
1014,2623,8,38,0,153
128,2322,13,32,0,147
1248,1525,12,15,0,272
651,1843,8,23,0,273
1707,1846,21,23,0,244
1414,2144,13,30,0,322
848,1227,8,12,0,324
33,1388,8,13,0,247
831,1720,8,21,0,346
497,786,7,8,0,229
802,1779,8,22,0,243
218,940,31,8,0,277
958,1227,8,12,0,329
851,1063,8,9,0,319
847,2269,8,31,0,240
152,1579,19,17,0,338
513,1151,8,10,0,358
693,2354,8,33,0,291
374,1695,2,21,0,354
185,1314,25,12,0,255
1646,1903,20,25,0,240
621,1453,8,14,0,356
1475,2195,14,31,0,298
206,907,29,8,0,310
611,1129,8,10,0,327
291,313,1,2,0,258
897,1630,8,19,0,275
2035,2660,27,38,0,314
626,2452,8,36,0,321
2093,2332,29,32,0,235
223,1860,31,23,0,224
1926,2176,25,30,0,323
42,1370,8,13,0,285
50,1468,8,14,0,354
139,315,15,2,0,353
1361,1495,12,14,0,324
1152,1864,10,24,0,218
1007,1297,8,12,0,300
1625,2230,19,31,0,255
133,2288,14,32,0,260
7,1585,2,17,0,261
863,1563,8,16,0,269
72,199,8,27,0,231
1392,1766,13,22,0,336
231,1016,32,8,0,253
741,1106,8,10,0,261
991,1348,8,12,0,258
636,2236,8,31,0,222
927,2489,8,36,0,344
910,1367,8,13,0,243
1017,1636,8,19,0,309
936,1386,8,13,0,336
498,1692,7,21,0,494
154,1725,20,22,0,387
939,1255,8,12,0,383
1221,1559,12,16,0,462
1101,1195,10,12,0,375
561,1753,8,22,0,467
365,1275,2,12,0,457
833,2032,8,27,0,451
2308,2525,32,37,0,375
121,1893,12,25,0,484
98,2578,10,38,0,476
1001,2354,8,33,0,395
1026,1238,8,12,0,418
155,1173,20,11,0,436
23,240,6,35,0,369
540,2180,8,30,0,367
428,2411,5,35,0,444
427,2005,5,27,0,364
360,1660,2,20,0,465
236,1292,34,12,0,404
666,2112,8,29,0,364
1354,2659,12,38,0,402
302,2002,2,27,0,466
272,2528,0,37,0,382
123,2379,13,34,0,481
1220,2667,12,38,0,453
928,1852,8,23,0,381
1767,2644,22,38,0,381
329,2356,2,33,0,390
1296,2037,12,27,0,383
507,2296,7,32,0,379
419,2149,4,30,0,482
1179,2388,11,34,0,371
1218,2241,12,31,0,493
928,1400,8,13,0,379
928,2293,8,32,0,388
265,2128,38,30,0,495
904,1535,8,15,0,421
346,2314,2,32,0,411
1431,2395,14,34,0,365
356,1920,2,25,0,384
1003,1555,8,16,0,371
134,1643,14,20,0,406
883,1680,8,21,0,402
322,477,2,7,0,424
1832,2588,23,38,0,371
1920,1981,25,27,0,421
2133,2295,30,32,0,469
603,2181,8,30,0,445
931,2557,8,38,0,495
509,569,7,8,0,699
149,1580,18,17,0,653
429,2516,5,37,0,677
1517,1706,15,21,0,555
630,2561,8,38,0,588
1176,1511,11,15,0,496
1648,1989,20,27,0,680
1357,1417,12,14,0,511
1899,2472,25,36,0,697
262,1004,38,8,0,679
258,2457,38,36,0,732
634,2573,8,38,0,561
50,2469,8,36,0,576
63,155,8,20,0,724
279,2125,1,29,0,557
2081,2232,29,31,0,502
1014,2075,8,29,0,671
1441,1710,14,21,0,577
883,1456,8,14,0,501
569,1567,8,16,0,693
488,913,7,8,0,693
51,2002,8,27,0,692
638,1655,8,20,0,587
1769,2367,22,34,0,578
1999,2163,27,30,0,578
1395,1780,13,22,0,551
930,1105,8,10,0,529
1748,1849,22,23,0,730
210,2495,30,36,0,726
66,2488,8,36,0,519
1506,1923,15,25,0,583
387,2198,3,31,0,697
1660,1867,20,24,0,632
416,742,4,8,0,498
2482,2559,36,38,0,512
447,761,5,8,0,534
967,2527,8,37,0,632
157,2123,21,29,0,615
1015,1406,8,13,0,624
1914,2475,25,36,0,652
118,278,12,1,0,678
961,1739,8,22,0,568
1149,1384,10,13,0,566
580,2366,8,34,0,701
351,1493,2,14,0,711
852,1878,8,24,0,668
290,1374,1,13,0,510
2409,2648,35,38,0,506
1685,1983,21,27,0,582
685,1373,8,13,0,511
228,2216,32,31,0,1333
376,1349,2,12,0,907
1567,1887,16,25,0,1458
8,378,2,3,0,791
351,381,2,3,0,885
708,1612,8,19,0,1601
582,2502,8,36,0,938
746,1893,8,25,0,1329
1262,1369,12,13,0,747
1513,2356,15,33,0,1083
551,1708,8,21,0,797
570,1845,8,23,0,2651
1201,1889,12,25,0,956
890,2291,8,32,0,2244
1802,2500,23,36,0,886
653,2405,8,35,0,1199
202,842,29,8,0,789
992,1434,8,14,0,1110
20,2339,5,32,0,805
286,2522,1,37,0,740
1501,2547,15,38,0,1054
1180,1560,11,16,0,2904
282,2148,1,30,0,1068
378,1479,3,14,0,933
118,465,12,6,0,812
53,1869,8,24,0,1380
435,1553,5,16,0,2234
299,2082,2,29,0,911
1876,2534,24,37,0,1422
1952,2413,26,35,0,3815
339,1318,2,12,0,771
735,1721,8,21,0,789
993,2344,8,32,0,974
745,1381,8,13,0,862
1004,2493,8,36,0,1390
22,1661,5,20,0,1891
1121,2157,10,30,0,808
1381,1910,13,25,0,760
2042,2567,27,38,0,919
745,2406,8,35,0,1507
1644,1938,20,26,0,4393
662,1573,8,17,0,741
874,2586,8,38,0,1052
706,1959,8,26,0,4075
321,707,2,8,0,1470
40,1268,8,12,0,1312
2022,2432,27,36,0,949
987,1695,8,21,0,983
751,1257,8,12,0,848
2080,2259,29,31,0,1038
