c1,c2,a1,a2,same,token_diff
1755,1811,56,58,0,280
866,1140,24,33,0,265
421,470,7,9,0,253
1627,1819,51,59,0,257
1,1434,0,45,0,245
1826,2188,59,73,0,282
7,1762,2,56,0,244
365,1337,5,41,0,281
590,1467,14,46,0,260
1049,1416,30,44,0,265
1293,1347,39,41,0,238
676,2056,17,67,0,267
859,2191,23,73,0,241
77,1889,25,62,0,260
662,1085,17,31,0,288
372,591,5,14,0,260
92,94,30,31,0,276
1731,2146,55,71,0,246
662,1597,17,50,0,265
465,1956,9,64,0,275
876,1326,24,40,0,245
1154,1380,34,43,0,242
189,293,63,2,0,293
1366,1675,42,53,0,270
418,1731,7,55,0,286
1366,2133,42,71,0,272
344,1971,4,65,0,250
983,1601,28,50,0,276
493,1310,10,40,0,273
1436,1819,45,59,0,252
1893,2020,62,66,0,256
645,1661,16,52,0,268
1036,1583,30,50,0,272
845,1982,23,65,0,285
599,1103,14,32,0,240
477,2138,9,71,0,281
1550,1748,49,56,0,256
271,741,2,19,0,236
833,1398,22,44,0,255
1274,1762,38,56,0,276
946,1025,27,29,0,258
1729,1913,55,63,0,272
938,1923,27,63,0,279
205,451,68,8,0,289
670,1214,17,36,0,240
49,2081,16,69,0,275
656,1058,16,31,0,292
41,67,13,22,0,250
675,2142,17,71,0,347
2126,2175,70,72,0,396
1435,1772,45,57,0,347
286,1152,2,34,0,396
776,1331,21,40,0,346
305,1593,3,50,0,331
191,1843,63,60,0,425
707,1831,18,59,0,357
955,1102,27,32,0,334
173,1699,56,54,0,334
921,1133,26,33,0,311
1151,1629,34,51,0,360
208,1585,69,50,0,325
21,1824,7,59,0,409
259,457,1,8,0,329
2038,2082,67,69,0,330
1241,2127,37,71,0,382
301,703,3,18,0,385
1709,1942,54,64,0,319
55,863,18,24,0,359
260,657,1,17,0,314
527,1357,11,42,0,331
871,2181,24,73,0,349
1239,1643,37,52,0,345
1053,1365,30,42,0,306
405,676,7,17,0,381
406,742,7,19,0,365
965,2158,27,72,0,380
1078,1744,31,55,0,371
21,1555,7,49,0,406
327,626,4,15,0,411
1044,1507,30,48,0,334
465,913,9,26,0,340
79,645,26,16,0,415
1018,1090,29,31,0,395
90,928,29,26,0,335
1563,1987,49,65,0,356
238,928,0,26,0,355
671,1837,17,59,0,331
1462,1729,46,55,0,312
1358,1804,42,58,0,326
1110,1656,32,52,0,339
285,847,2,23,0,371
532,1303,11,39,0,429
175,1844,57,60,0,377
296,2087,3,69,0,302
1120,2071,32,68,0,298
758,1926,20,63,0,329
617,1596,15,50,0,397
1576,1617,50,51,0,411
613,1168,15,34,0,480
1341,1615,41,51,0,570
1953,2055,64,67,0,496
916,1552,26,49,0,542
1190,1722,35,55,0,497
724,940,19,27,0,526
1813,2141,58,71,0,504
228,1445,0,45,0,515
321,1080,4,31,0,558
1684,1775,53,57,0,438
1138,1655,33,52,0,546
360,1574,5,49,0,455
628,1686,15,53,0,527
512,976,10,28,0,444
365,1415,5,44,0,464
1617,2058,51,68,0,457
266,1213,1,36,0,534
1020,2056,29,67,0,437
1423,2107,45,70,0,465
931,1073,26,31,0,552
998,1158,28,34,0,529
33,49,10,16,0,544
103,1029,33,29,0,448
1929,2126,63,70,0,506
815,1230,22,36,0,478
1641,1956,52,64,0,514
250,896,1,25,0,530
449,2065,8,68,0,488
1117,1664,32,52,0,509
339,788,4,21,0,539
409,1415,7,44,0,453
125,1286,41,39,0,509
718,1455,18,46,0,554
1781,1958,57,64,0,528
123,496,40,10,0,450
280,510,2,10,0,459
711,1838,18,59,0,466
1554,1579,49,50,0,442
1142,1561,33,49,0,443
603,781,14,21,0,451
1208,1741,36,55,0,444
851,2133,23,71,0,463
643,1510,16,48,0,550
405,729,7,19,0,453
1129,2016,33,66,0,525
424,1245,7,37,0,474
573,942,13,27,0,523
656,1319,16,40,0,563
501,1237,10,37,0,489
86,1118,28,32,0,437
559,1776,12,57,0,733
1284,2031,38,66,0,599
1307,1741,39,55,0,591
469,1844,9,60,0,693
634,880,16,24,0,628
1146,1851,33,60,0,573
356,941,5,27,0,747
797,865,22,24,0,720
866,1446,24,45,0,749
486,1444,9,45,0,606
630,1458,15,46,0,718
667,1084,17,31,0,722
682,991,17,28,0,701
764,967,20,27,0,607
218,1999,72,66,0,714
531,1596,11,50,0,582
772,1000,21,28,0,668
1641,1958,52,64,0,661
1642,1694,52,54,0,649
685,2034,18,67,0,580
1235,1888,37,62,0,612
577,1750,13,56,0,593
1230,1597,36,50,0,605
1211,1294,36,39,0,706
261,605,1,14,0,652
805,1014,22,29,0,626
352,1535,5,48,0,583
1361,1472,42,46,0,647
927,1089,26,31,0,681
165,2170,54,72,0,578
216,805,72,22,0,720
242,617,0,15,0,603
516,752,10,20,0,762
1108,2073,32,68,0,581
224,424,0,7,0,598
56,1178,18,35,0,695
270,796,2,21,0,714
1267,2176,38,72,0,729
433,1316,8,40,0,740
650,1298,16,39,0,593
1241,1946,37,64,0,751
866,1834,24,59,0,724
315,1856,3,60,0,604
1678,1753,53,56,0,578
1304,1975,39,65,0,600
888,1957,25,64,0,647
484,707,9,18,0,609
155,1372,50,42,0,720
84,1566,27,49,0,715
85,1388,28,43,0,665
486,1648,9,52,0,809
969,1008,28,29,0,1017
1265,1924,38,63,0,901
223,1347,0,41,0,802
543,1544,12,48,0,1009
889,1651,25,52,0,1183
162,474,53,9,0,946
323,1892,4,62,0,1048
534,875,11,24,0,1105
634,1535,16,48,0,979
400,1531,6,48,0,766
2032,2150,66,72,0,1091
1204,2089,35,69,0,1181
118,155,38,50,0,776
31,1668,9,53,0,1024
692,2167,18,72,0,796
1492,2003,47,66,0,946
278,1364,2,42,0,943
850,898,23,25,0,928
979,2053,28,67,0,789
1961,1976,64,65,0,861
378,1048,6,30,0,1103
1703,1860,54,60,0,1095
480,1902,9,62,0,870
1739,2021,55,66,0,1202
143,1871,47,61,0,1069
243,1079,0,31,0,1185
687,1669,18,53,0,922
1374,1388,42,43,0,872
711,1742,18,55,0,802
768,1532,21,48,0,1165
784,1630,21,51,0,870
234,523,0,11,0,1128
159,1906,52,63,0,898
1824,2030,59,66,0,1204
467,1268,9,38,0,843
339,524,4,11,0,893
436,1903,8,62,0,803
935,1093,26,31,0,1085
699,2163,18,72,0,902
82,427,27,8,0,958
1694,2048,54,67,0,1205
1727,1940,55,64,0,782
304,2140,3,71,0,901
1060,1223,31,36,0,1193
1738,1759,55,56,0,1056
269,1530,2,48,0,1014
740,1669,19,53,0,1046
118,352,38,5,0,1088
699,1593,18,50,0,893
1131,1495,33,47,0,3627
903,1097,25,31,0,1548
1448,2009,45,66,0,1427
197,1994,65,66,0,3819
369,2033,5,66,0,5474
1540,1878,48,61,0,3363
1796,1884,58,61,0,1387
389,1820,6,59,0,3438
330,1260,4,38,0,1542
139,400,46,6,0,1774
1165,1521,34,48,0,1788
1113,2196,32,73,0,1282
104,1189,34,35,0,1676
172,1223,56,36,0,4099
1273,1555,38,49,0,1626
1624,1872,51,61,0,2631
393,983,6,28,0,1712
229,1987,0,65,0,1748
250,2002,1,66,0,2713
49,1878,16,61,0,3524
159,892,52,25,0,1802
875,1712,24,54,0,1553
150,298,49,3,0,1673
1166,1878,34,61,0,3335
683,1994,18,66,0,3438
292,1311,2,40,0,1873
178,1871,58,61,0,3031
561,1614,13,51,0,1555
875,2060,24,68,0,1905
1296,2020,39,66,0,1444
426,1868,8,61,0,2763
494,2197,10,73,0,2114
1149,1683,34,53,0,1734
161,1303,52,39,0,1865
29,708,9,18,0,4642
493,839,10,23,0,1802
1257,2050,38,67,0,1484
878,1486,24,47,0,3884
155,2005,50,66,0,3962
1483,1516,47,48,0,3424
717,896,18,25,0,1369
98,1903,31,62,0,1251
162,802,53,22,0,1821
1165,1500,34,47,0,1491
655,2029,16,66,0,2587
54,1995,18,66,0,1523
1027,2001,29,66,0,5286
417,2011,7,66,0,1598
291,2029,2,66,0,1489
20,1409,6,44,0,1511
