c1,c2,a1,a2,same,token_diff
249,1525,2,50,0,2148
546,1053,17,33,0,4443
1613,1717,54,59,0,2301
687,1878,23,64,0,2243
235,1569,2,51,0,2461
104,647,34,20,0,1587
409,789,11,27,0,1343
1348,1859,45,64,0,1798
232,1593,2,53,0,3205
104,1860,34,64,0,1760
651,1711,20,59,0,1150
1325,1705,44,58,0,1056
876,1875,29,64,0,3832
897,1533,29,50,0,2820
109,1895,35,65,0,1368
930,1864,29,64,0,1700
