c1,c2,a1,a2,same,token_diff
613,625,20,20,1,727
646,648,20,20,1,14679
1383,1397,46,46,1,550
1401,1441,47,47,1,654
1144,1165,35,35,1,479
1273,1293,43,43,1,415
405,438,11,11,1,1582
1340,1357,45,45,1,619
851,853,27,27,1,357
1177,1178,36,36,1,387
522,532,16,16,1,417
143,1474,48,48,1,1846
1754,1808,62,62,1,591
1843,1879,64,64,1,1497
1879,1887,64,64,1,954
757,759,25,25,1,447
711,722,24,24,1,472
558,562,18,18,1,762
1696,1701,58,58,1,695
47,648,20,20,1,1196
897,936,29,29,1,505
1276,1284,43,43,1,423
1343,1350,45,45,1,781
179,1765,62,62,1,383
1838,1843,64,64,1,1582
86,976,30,30,1,510
359,371,8,8,1,406
1053,1055,33,33,1,420
459,471,12,12,1,565
1855,1857,64,64,1,553
1753,1789,62,62,1,492
620,641,20,20,1,464
1554,1567,51,51,1,576
1460,1465,48,48,1,3692
1574,1583,52,52,1,590
405,427,11,11,1,1334
1399,1442,47,47,1,549
1256,1266,42,42,1,358
180,1792,62,62,1,564
1755,1776,62,62,1,417
1856,1874,64,64,1,340
982,995,31,31,1,1159
1486,1495,48,48,1,444
1870,1884,64,64,1,1957
1326,1333,44,44,1,389
273,286,3,3,1,525
1585,1594,53,53,1,640
804,813,27,27,1,342
892,902,29,29,1,1462
768,769,25,25,1,653
1553,1568,51,51,1,371
848,860,27,27,1,523
1130,1169,35,35,1,454
538,547,17,17,1,2722
887,925,29,29,1,492
642,649,20,20,1,351
1590,1592,53,53,1,3110
428,429,11,11,1,1089
880,916,29,29,1,679
28,437,11,11,1,505
404,406,11,11,1,922
154,1576,52,52,1,1431
1855,1866,64,64,1,1169
1856,1883,64,64,1,1722
1159,1166,35,35,1,461
1847,1854,64,64,1,545
1572,1582,52,52,1,736
936,942,29,29,1,2541
144,1480,48,48,1,3269
1754,1809,62,62,1,542
614,647,20,20,1,868
412,423,11,11,1,486
1693,1696,58,58,1,1938
313,317,5,5,1,445
1085,1087,34,34,1,388
1881,1887,64,64,1,702
273,288,3,3,1,347
1129,1140,35,35,1,516
622,649,20,20,1,607
1901,1912,65,65,1,439
1537,1564,51,51,1,1661
1758,1778,62,62,1,547
981,1000,31,31,1,991
1001,1003,31,31,1,351
1842,1887,64,64,1,1373
1313,1318,43,43,1,469
1839,1884,64,64,1,1364
630,649,20,20,1,701
980,981,31,31,1,704
1290,1309,43,43,1,577
1757,1793,62,62,1,519
1359,1362,45,45,1,944
636,638,20,20,1,1832
1473,1490,48,48,1,3169
908,912,29,29,1,3724
802,838,27,27,1,348
82,929,29,29,1,447
538,541,17,17,1,475
1576,1581,52,52,1,3450
1871,1876,64,64,1,1212
1354,1358,45,45,1,1195
146,1461,48,48,1,1956
488,498,14,14,1,340
1561,1568,51,51,1,896
45,583,19,19,1,467
1854,1874,64,64,1,971
1177,1179,36,36,1,532
51,613,20,20,1,616
362,370,8,8,1,402
891,940,29,29,1,340
1851,1879,64,64,1,918
242,254,2,2,1,648
1383,1389,46,46,1,660
1057,1075,34,34,1,456
1801,1810,62,62,1,354
1340,1364,45,45,1,1868
1231,1233,40,40,1,579
10,11,3,3,1,339
308,319,5,5,1,343
1873,1874,64,64,1,5770
605,609,20,20,1,619
799,837,27,27,1,366
1846,1853,64,64,1,1118
1057,1066,34,34,1,380
1135,1156,35,35,1,1450
606,649,20,20,1,741
876,930,29,29,1,3072
999,1001,31,31,1,2373
911,937,29,29,1,589
106,1155,35,35,1,1375
430,443,11,11,1,448
19,352,8,8,1,404
1586,1596,53,53,1,1104
1847,1862,64,64,1,658
891,937,29,29,1,429
1539,1545,51,51,1,1062
692,696,23,23,1,981
1850,1885,64,64,1,1253
409,420,11,11,1,1051
1300,1322,43,43,1,375
1871,1887,64,64,1,793
128,1362,45,45,1,854
408,428,11,11,1,977
1763,1770,62,62,1,549
1135,1152,35,35,1,1467
890,944,29,29,1,483
1015,1029,32,32,1,466
1862,1891,64,64,1,379
1416,1418,47,47,1,403
979,986,31,31,1,583
930,940,29,29,1,2994
776,787,26,26,1,3760
556,568,18,18,1,862
1456,1487,48,48,1,1551
126,1309,43,43,1,442
1355,1362,45,45,1,889
1837,1857,64,64,1,1981
