c1,c2,a1,a2,same,token_diff
694,717,18,18,1,162
1060,1084,31,31,1,152
2064,2065,68,68,1,186
150,1572,49,49,1,54
1102,1118,32,32,1,62
48,656,16,16,1,56
596,607,14,14,1,170
1424,1432,45,45,1,46
1734,1735,55,55,1,109
257,267,1,1,1,2
60,751,20,20,1,25
657,667,17,17,1,13
623,630,15,15,1,100
1178,1192,35,35,1,31
2004,2012,66,66,1,63
1558,1574,49,49,1,58
360,372,5,5,1,95
313,314,3,3,1,30
1619,1634,51,51,1,53
1465,1473,46,46,1,23
704,710,18,18,1,25
676,678,17,17,1,8
33,498,10,10,1,4
1154,1167,34,34,1,7
979,987,28,28,1,20
1147,1166,34,34,1,112
256,258,1,1,1,13
94,1079,31,31,1,37
1301,1302,39,39,1,165
65,809,22,22,1,110
1512,1516,48,48,1,12
86,971,28,28,1,147
45,46,15,15,1,43
255,261,1,1,1,101
1831,1836,59,59,1,18
2048,2057,67,67,1,184
1036,1042,30,30,1,53
236,246,0,0,1,136
431,449,8,8,1,4
527,531,11,11,1,14
1595,1610,50,50,1,88
1577,1580,50,50,1,2
34,528,11,11,1,87
991,996,28,28,1,100
31,481,9,9,1,88
287,289,2,2,1,96
1534,1538,48,48,1,180
842,856,23,23,1,122
1264,1272,38,38,1,189
2013,2024,66,66,1,52
1498,1503,47,47,1,105
1374,1375,42,42,1,10
125,1348,41,41,1,138
1972,1991,65,65,1,185
31,468,9,9,1,176
302,304,3,3,1,103
1334,1350,41,41,1,182
2156,2163,72,72,1,8
1821,1829,59,59,1,94
66,816,22,22,1,66
2074,2077,68,68,1,49
501,513,10,10,1,1
609,630,15,15,1,185
1427,1432,45,45,1,140
1436,1438,45,45,1,134
107,1194,35,35,1,124
2113,2120,70,70,1,6
233,245,0,0,1,45
813,817,22,22,1,253
1701,1707,54,54,1,317
1525,1543,48,48,1,360
1403,1422,44,44,1,265
170,1726,55,55,1,500
122,1317,40,40,1,505
1460,1475,46,46,1,220
125,1337,41,41,1,249
1730,1746,55,55,1,234
256,268,1,1,1,510
427,459,8,8,1,306
215,2127,71,71,1,240
835,837,23,23,1,363
1623,1626,51,51,1,289
192,1959,64,64,1,208
1918,1925,63,63,1,323
2034,2037,67,67,1,221
179,1823,59,59,1,208
1582,1583,50,50,1,284
1482,1495,47,47,1,522
85,988,28,28,1,460
369,370,5,5,1,274
1820,1835,59,59,1,399
1152,1162,34,34,1,208
469,481,9,9,1,324
498,504,10,10,1,276
428,457,8,8,1,204
856,859,23,23,1,247
1618,1626,51,51,1,214
1006,1011,29,29,1,427
430,457,8,8,1,256
807,821,22,22,1,275
1585,1588,50,50,1,257
1288,1294,39,39,1,256
893,899,25,25,1,320
971,981,28,28,1,484
1351,1353,41,41,1,258
1032,1043,30,30,1,210
1152,1172,34,34,1,259
799,815,22,22,1,474
797,807,22,22,1,281
365,376,5,5,1,250
805,829,22,22,1,203
1065,1066,31,31,1,200
1264,1278,38,38,1,365
1401,1417,44,44,1,351
271,286,2,2,1,305
435,439,8,8,1,281
1136,1137,33,33,1,320
77,908,25,25,1,294
951,963,27,27,1,395
23,415,7,7,1,310
938,942,27,27,1,236
1554,1567,49,49,1,299
612,628,15,15,1,457
427,433,8,8,1,230
39,560,13,13,1,242
949,966,27,27,1,465
1058,1067,31,31,1,332
2123,2126,70,70,1,390
1207,1213,36,36,1,401
1774,1794,57,57,1,207
2,232,0,0,1,219
2058,2074,68,68,1,212
195,1972,65,65,1,295
929,933,26,26,1,236
1064,1084,31,31,1,209
72,845,23,23,1,416
1640,1649,52,52,1,472
1697,1715,54,54,1,304
811,820,22,22,1,286
1538,1542,48,48,1,459
322,325,4,4,1,492
866,876,24,24,1,388
1243,1256,37,37,1,336
1723,1745,55,55,1,522
1281,1283,38,38,1,304
980,984,28,28,1,435
34,523,11,11,1,240
1588,1605,50,50,1,272
1511,1529,48,48,1,411
900,909,25,25,1,359
1380,1386,43,43,1,210
1333,1348,41,41,1,277
146,1545,48,48,1,426
706,714,18,18,1,295
1693,1717,54,54,1,265
223,226,0,0,1,514
1753,1757,56,56,1,290
848,853,23,23,1,434
264,265,1,1,1,491
223,233,0,0,1,225
210,2105,70,70,1,288
2086,2090,69,69,1,402
100,1113,32,32,1,467
2009,2032,66,66,1,275
1509,1510,48,48,1,364
711,715,18,18,1,527
683,719,18,18,1,464
379,385,6,6,1,446
332,336,4,4,1,512
1426,1436,45,45,1,283
1079,1081,31,31,1,296
1424,1448,45,45,1,286
1981,1988,65,65,1,480
27,431,8,8,1,272
674,677,17,17,1,373
212,2121,70,70,1,204
1081,1090,31,31,1,239
1044,1047,30,30,1,221
1907,1912,63,63,1,354
1063,1085,31,31,1,252
496,504,10,10,1,297
1824,1830,59,59,1,289
1555,1564,49,49,1,348
126,1349,41,41,1,250
1598,1611,50,50,1,281
64,789,21,21,1,236
202,2008,66,66,1,240
1,245,0,0,1,214
1310,1318,40,40,1,209
272,279,2,2,1,213
1260,1269,38,38,1,232
1844,1855,60,60,1,379
836,859,23,23,1,220
2148,2171,72,72,1,261
1277,1283,38,38,1,471
1404,1412,44,44,1,375
469,490,9,9,1,220
1274,1277,38,38,1,437
1909,1934,63,63,1,270
2165,2168,72,72,1,357
1430,1443,45,45,1,228
196,1981,65,65,1,507
1332,1351,41,41,1,282
523,534,11,11,1,418
1137,1142,33,33,1,208
1174,1182,35,35,1,222
1766,1767,56,56,1,334
969,975,28,28,1,204
208,2082,69,69,1,334
1593,1598,50,50,1,354
62,770,21,21,1,335
802,817,22,22,1,349
1625,1636,51,51,1,498
1797,1804,58,58,1,394
251,262,1,1,1,518
247,248,1,1,1,281
1016,1031,29,29,1,365
983,994,28,28,1,216
92,1032,30,30,1,421
436,439,8,8,1,508
57,727,19,19,1,491
427,434,8,8,1,361
1447,1453,45,45,1,503
1070,1075,31,31,1,213
1459,1471,46,46,1,345
2106,2116,70,70,1,301
1469,1474,46,46,1,276
1065,1083,31,31,1,200
78,930,26,26,1,509
560,561,13,13,1,426
1484,1494,47,47,1,414
142,1500,47,47,1,396
2060,2064,68,68,1,212
77,905,25,25,1,272
320,339,4,4,1,675
497,499,10,10,1,910
210,2115,70,70,1,1123
1152,1160,34,34,1,710
331,343,4,4,1,3047
172,1770,56,56,1,3362
1817,1833,59,59,1,589
1938,1961,64,64,1,662
598,600,14,14,1,625
2001,2021,66,66,1,3709
1747,1767,56,56,1,865
483,487,9,9,1,640
803,828,22,22,1,1144
1640,1664,52,52,1,802
766,784,21,21,1,559
109,1188,35,35,1,932
1583,1586,50,50,1,592
44,628,15,15,1,558
953,960,27,27,1,777
1997,2033,66,66,1,5370
13,328,4,4,1,2024
1906,1924,63,63,1,741
915,919,26,26,1,1401
1765,1769,56,56,1,559
69,826,22,22,1,941
473,479,9,9,1,748
696,716,18,18,1,550
393,396,6,6,1,658
236,242,0,0,1,572
67,819,22,22,1,1662
1555,1571,49,49,1,682
88,89,29,29,1,743
1377,1385,43,43,1,685
23,420,7,7,1,682
353,374,5,5,1,924
812,823,22,22,1,2462
1105,1110,32,32,1,688
518,536,11,11,1,563
1485,1503,47,47,1,692
1519,1523,48,48,1,2195
517,522,11,11,1,764
189,1911,63,63,1,666
2008,2026,66,66,1,546
810,813,22,22,1,538
1833,1834,59,59,1,1151
1089,1094,31,31,1,1072
1426,1431,45,45,1,861
270,283,2,2,1,766
1906,1911,63,63,1,921
939,941,27,27,1,818
803,816,22,22,1,1360
353,358,5,5,1,885
507,511,10,10,1,631
73,865,24,24,1,841
2003,2033,66,66,1,1985
1888,1903,62,62,1,614
981,998,28,28,1,645
839,862,23,23,1,2092
1080,1094,31,31,1,980
698,699,18,18,1,1314
1179,1204,35,35,1,1420
1521,1535,48,48,1,557
253,266,1,1,1,586
584,593,14,14,1,568
1721,1727,55,55,1,827
780,795,21,21,1,629
1013,1021,29,29,1,561
1527,1533,48,48,1,1552
1478,1481,47,47,1,2225
2193,2199,73,73,1,859
645,650,16,16,1,788
1160,1165,34,34,1,2009
2005,2011,66,66,1,2688
805,828,22,22,1,1303
110,1183,35,35,1,1000
1753,1771,56,56,1,5963
1183,1190,35,35,1,860
1182,1199,35,35,1,1741
1723,1735,55,55,1,638
2104,2117,70,70,1,733
1491,1499,47,47,1,1509
2139,2143,71,71,1,1116
2154,2171,72,72,1,562
2153,2175,72,72,1,753
1710,1717,54,54,1,1649
275,290,2,2,1,825
6,252,1,1,1,708
29,485,9,9,1,4098
827,829,22,22,1,804
81,939,27,27,1,1730
320,346,4,4,1,2659
499,500,10,10,1,601
144,1524,48,48,1,797
1220,1226,36,36,1,1427
1258,1271,38,38,1,2121
1313,1326,40,40,1,744
1530,1541,48,48,1,1148
1997,2016,66,66,1,9608
2158,2162,72,72,1,2061
690,695,18,18,1,1864
172,1762,56,56,1,3905
992,1001,28,28,1,776
76,894,25,25,1,831
946,948,27,27,1,788
1078,1086,31,31,1,2770
67,810,22,22,1,734
1540,1545,48,48,1,1191
1,226,0,0,1,548
71,851,23,23,1,636
25,454,8,8,1,591
987,1001,28,28,1,1089
402,403,7,7,1,671
2153,2167,72,72,1,836
1085,1094,31,31,1,799
471,478,9,9,1,1054
1929,1930,63,63,1,665
1872,1879,61,61,1,768
923,926,26,26,1,631
87,981,28,28,1,639
1614,1617,51,51,1,574
751,762,20,20,1,560
1434,1444,45,45,1,570
1480,1504,47,47,1,620
270,293,2,2,1,1235
122,1330,40,40,1,589
826,832,22,22,1,695
198,2003,66,66,1,2199
1493,1497,47,47,1,1206
1258,1275,38,38,1,589
1538,1546,48,48,1,1769
1410,1417,44,44,1,723
55,687,18,18,1,1104
209,2095,69,69,1,609
1519,1521,48,48,1,3424
329,337,4,4,1,770
839,851,23,23,1,1577
63,793,21,21,1,558
1212,1230,36,36,1,594
1975,1978,65,65,1,991
917,924,26,26,1,548
1531,1547,48,48,1,989
805,825,22,22,1,1090
475,490,9,9,1,995
939,949,27,27,1,1061
592,598,14,14,1,4671
1056,1081,31,31,1,1345
2013,2017,66,66,1,4484
1315,1318,40,40,1,764
963,964,27,27,1,1149
2036,2046,67,67,1,578
2005,2027,66,66,1,1601
164,1685,53,53,1,3124
2010,2019,66,66,1,2675
468,479,9,9,1,1129
2010,2016,66,66,1,3131
444,456,8,8,1,572
1489,1503,47,47,1,1045
1798,1799,58,58,1,850
1626,1628,51,51,1,750
43,595,14,14,1,538
13,347,4,4,1,3613
340,348,4,4,1,1645
1012,1025,29,29,1,1533
1867,1873,61,61,1,1373
74,866,24,24,1,568
1513,1515,48,48,1,733
146,1519,48,48,1,1834
336,350,4,4,1,1425
